x		F(x)
------------------------------
1.0000	0.3415
1.1000	0.3412
1.2000	0.3320
1.3000	0.3136
1.4000	0.2854
1.5000	0.2475
1.6000	0.1996
1.7000	0.1417
1.8000	0.0738
1.9000	-0.0037
2.0000	-0.0907
2.1000	-0.1868
2.2000	-0.2915
2.3000	-0.4043
2.4000	-0.5245
2.5000	-0.6515
2.6000	-0.7845
2.7000	-0.9226
2.8000	-1.0650
2.9000	-1.2108
3.0000	-1.3589
